"","ID","N_C","N_E","sample","cit","year","design","sound","sound_type","db","task","measure","mean_C","var_C","mean_E","var_E","var_type","journal","IF","d","d_var","g","g_var","CI95_L","CI95_R","reference"
"11",70,13,13,"adults","Du et al. (2020)",2020,"between","music","high arousal",NA,"reading comprehension","perc_correct",96.31,2.79,95,4.23,"SD","Scientific Reports",4.99,-0.365606705937423,0.156416697373585,-0.354061231013083,0.146693731475903,-1.10475333756398,0.396630875537817,"Du, M., Jiang, J., Li, Z., Man, D., & Jiang, C. (2020). The effects of background music on neural responses during reading comprehension. Scientific Reports, 10(1), 1-10."
"12",70,13,13,"adults","Du et al. (2020)",2020,"between","music","low arousal",NA,"reading comprehension","reading_speed",787.5,147.05,875.995,158.475,"SD","Scientific Reports",4.99,-0.578893320634014,0.160290720705282,-0.560612478929782,0.150326942941774,-1.32054404427308,0.199319086413518,"Du, M., Jiang, J., Li, Z., Man, D., & Jiang, C. (2020). The effects of background music on neural responses during reading comprehension. Scientific Reports, 10(1), 1-10."
"13",70,13,13,"adults","Du et al. (2020)",2020,"between","music","high arousal",NA,"reading comprehension","reading_speed",787.5,147.05,799.335,99.785,"SD","Scientific Reports",4.99,-0.094182897890759,0.154016738812598,-0.0912087011152613,0.144442955934607,-0.836119473972244,0.653702071741721,"Du, M., Jiang, J., Li, Z., Man, D., & Jiang, C. (2020). The effects of background music on neural responses during reading comprehension. Scientific Reports, 10(1), 1-10."
"14",71,55,55,"adults","Gheewalla et al. (2021)",2021,"within","noise","white",85,"reading comprehension","reading_speed",135.1,40.44,155.16,38.5,"SD","Ergonomics",2.561,-0.507195174726726,0.0105366871662381,-0.358369765746052,0.0102446915738109,-0.698501517827407,-0.301734547680184,"Gheewalla, F., McClelland, A., & Furnham, A. (2021). Effects of background noise and extraversion on reading comprehension performance. Ergonomics, 64(5), 593-599. Doi:10.1080/00140139.2020.1854352"
"15",71,55,55,"adults","Gheewalla et al. (2021)",2021,"within","noise","sirens",85,"reading comprehension","reading_speed",135.1,40.44,184.06,49.1,"SD","Ergonomics",2.561,-1.0604311736898,0.0145850366624843,-0.749270675750771,0.014180852087803,-1.2790378901626,-0.81223102911403,"Gheewalla, F., McClelland, A., & Furnham, A. (2021). Effects of background noise and extraversion on reading comprehension performance. Ergonomics, 64(5), 593-599. Doi:10.1080/00140139.2020.1854352"
"16",72,61,61,"adults","Hao and Conway (2021)",2021,"within","speech","intelligible",NA,"reading comprehension","num_correct",7.11538461538461,0.3418803,6.73076923076923,0.3098291,"SE","Memory & Cognition",2.482,-0.149899600451316,0.00851216299860361,-0.106065324723172,0.00829980970869254,-0.326580466703823,0.0305444356869974,"Hao, H., & Conway, A. R. (2021). The impact of auditory distraction on reading comprehension: An individual differences investigation. Memory & Cognition, 1-12."
"17",72,61,61,"adults","Hao and Conway (2021)",2021,"within","speech","intelligible",NA,"reading comprehension","num_correct",7.99145299145299,0.2350427,7.51068376068376,0.2884615,"SE","Memory & Cognition",2.482,-0.227272843330743,0.00863498852150099,-0.160812756378646,0.0084195710980816,-0.404266159048442,-0.0445739332198025,"Hao, H., & Conway, A. R. (2021). The impact of auditory distraction on reading comprehension: An individual differences investigation. Memory & Cognition, 1-12."
"18",72,61,61,"adults","Hao and Conway (2021)",2021,"within","speech","unintelligible",NA,"reading comprehension","num_correct",7.11538461538461,0.3418803,7.16880341880342,0.3311966,"SE","Memory & Cognition",2.482,0.0203059530787401,0.00841932723670468,0.0143680003190506,0.00820928992446743,-0.157534991862335,0.197637125139178,"Hao, H., & Conway, A. R. (2021). The impact of auditory distraction on reading comprehension: An individual differences investigation. Memory & Cognition, 1-12."
"19",72,61,61,"adults","Hao and Conway (2021)",2021,"within","speech","unintelligible",NA,"reading comprehension","num_correct",7.99145299145299,0.2350427,7.80982905982906,0.2884615,"SE","Memory & Cognition",2.482,-0.0858586297027251,0.00844861781547637,-0.0607514857430441,0.00823784978993316,-0.262675604813404,0.0931137921787336,"Hao, H., & Conway, A. R. (2021). The impact of auditory distraction on reading comprehension: An individual differences investigation. Memory & Cognition, 1-12."
"20",73,8,9,"adults","Kaul et al. (2020)",2020,"between","music","lyrical",NA,"reading comprehension","num_correct",5.5,2.204,6.22,2.386,"SD","Minnesota Undergraduate Research & Academic Journal",NA,0.312655057971999,0.238986204795684,0.296757343159863,0.215300413168418,-0.612691977708428,1.20620666402815,"Kaul, A., Phung, H., Yap, J., & McCaul, A. (2020). Help or Hinder: The Effects of Music on College Students Reading Comprehension. Minnesota Undergraduate Research & Academic Journal, 3(3)."
"21",73,8,10,"adults","Kaul et al. (2020)",2020,"between","music","instrumental",NA,"reading comprehension","num_correct",5.5,2.204,5.6,2.989,"SD","Minnesota Undergraduate Research & Academic Journal",NA,0.0373961796491837,0.22503884650701,0.0356154091896988,0.204116867580054,-0.849898768277572,0.921129586656969,"Kaul, A., Phung, H., Yap, J., & McCaul, A. (2020). Help or Hinder: The Effects of Music on College Students Reading Comprehension. Minnesota Undergraduate Research & Academic Journal, 3(3)."
"22",74,30,30,"adults","Meng et al. (2020)",2020,"within","speech","intelligible",64,"semantic acceptability","reading_speed",421,7,361,6,"SE","Journal of Experimental Psychology: Learning, Memory, and Cognition",3.14,1.65243135996867,0.0404833266533419,1.15319422646203,0.0383987031787918,1.22525094876912,1.9933979610829,"Meng, Z., Lan, Z.B., Yan, G.L., Marsh, J.E., & Liversedge., S.P. (2020). Task Demands Modulate the Effects of Speech on Text Processing. Journal of Experimental Psychology: Learning, Memory, and Cognition, 46(10), 1892–1905."
"23",74,30,30,"adults","Meng et al. (2020)",2020,"within","speech","unintelligible",64,"semantic acceptability","reading_speed",421,7,409,6,"SE","Journal of Experimental Psychology: Learning, Memory, and Cognition",3.14,0.330486271993734,0.0180504722921462,0.230638845292407,0.0171209923956659,0.0654043591539077,0.578325422816496,"Meng, Z., Lan, Z.B., Yan, G.L., Marsh, J.E., & Liversedge., S.P. (2020). Task Demands Modulate the Effects of Speech on Text Processing. Journal of Experimental Psychology: Learning, Memory, and Cognition, 46(10), 1892–1905."
"24",75,34,34,"adults","Mohan and Thomas (2020)",2020,"within","music","Indian",NA,"reading comprehension","reading_score",3.14,1.34,5.03,1.445,"SD","International Journal of Adolescence and Youth",NA,1.35076814850351,0.0288796496255428,0.94575432039917,0.0275720633683872,0.994379708664395,1.64528934489971,"Mohan, A., & Thomas, E. (2020). Effect of background music and the cultural preference to music on adolescents’ task performance. International Journal of Adolescence and Youth, 25(1), 562-573. Doi:10.1080/02673843.2019.1689368"
"25",75,34,34,"adults","Mohan and Thomas (2020)",2020,"within","music","western",NA,"reading comprehension","reading_score",3.14,1.34,4.89,1.659,"SD","International Journal of Adolescence and Youth",NA,1.12465410123251,0.0246531034474042,0.787438226444481,0.023536882867098,0.798200660443777,1.39959666715564,"Mohan, A., & Thomas, E. (2020). Effect of background music and the cultural preference to music on adolescents’ task performance. International Journal of Adolescence and Youth, 25(1), 562-573. Doi:10.1080/02673843.2019.1689368"
"26",76,32,32,"children","Moreno and Woodruff (2021)",2021,"within","music","instrumental",72.3,"reading comprehension","num_correct",3.7,0.18,4.2,0.15,"SE","Technology, Knowledge and Learning",NA,0.521260928927884,0.0182259921201231,0.364409891476837,0.0173477616848286,0.25039387996947,0.766700615499572,"Moreno, M., & Woodruff, E. (2021). Exploring the effects of background music on real-time emotional expressions, performance, and confusion mediation in middle school students. Technology, Knowledge and Learning, doi:10.1007/s10758-021-09556-9"
"27",77,74,74,"adults","Moreno (2020)",2020,"within","music","slow",72.3,"reading comprehension","num_correct",3.85,0.11,4.04,0.08,"SE","Dissertation",NA,0.21500794812826,0.00709921115295825,0.152479992535419,0.00695359017809154,0.0493505195708225,0.376232223116044,"Moreno, M. (2020). Andante, allegro o silenzio: An examination of background music tempo on facial emotions, electrodermal responses, and reading task performance (Order No. 27737493). Available from ProQuest Dissertations & Theses Global: The Humanities and Social Sciences Collection. (2425163110). Retrieved from http://libproxy.lib.csusb.edu/login?url=https://www.proquest.com/dissertations-theses/andante-allegro-o-silenzio-examination-background/docview/2425163110/se-2?accountid=10359"
"28",77,74,74,"adults","Moreno (2020)",2020,"within","music","fast",72.3,"reading comprehension","num_correct",3.85,0.11,3.61,0.09,"SE","Dissertation",NA,-0.269978955119156,0.00719170645725088,-0.191464498962299,0.00704418819322182,-0.431697804789865,-0.102693529054239,"Moreno, M. (2020). Andante, allegro o silenzio: An examination of background music tempo on facial emotions, electrodermal responses, and reading task performance (Order No. 27737493). Available from ProQuest Dissertations & Theses Global: The Humanities and Social Sciences Collection. (2425163110). Retrieved from http://libproxy.lib.csusb.edu/login?url=https://www.proquest.com/dissertations-theses/andante-allegro-o-silenzio-examination-background/docview/2425163110/se-2?accountid=10359"
"29",78,17,17,"adults","Murphy et al. (2018)",2018,"within","speech","intelligible",NA,"reading comprehension","perc_correct",82.4944812362031,2.207506,56.4459161147903,3.090508,"SE","Experimental Aging Research",1.652,-2.18753964032307,0.102473066758605,-1.49288199817291,0.0929460922980545,-2.68091749273211,-1.48582467931182,"Murphy, D. R., Bailey, H., Pearson, M., & Albert, G. (2018). The irrelevant speech effect among younger and older adults: The influence of background noises on reading comprehension. Experimental Aging Research, 44(2), 162-178."
"30",78,17,17,"adults","Murphy et al. (2018)",2018,"within","speech","unintelligible",NA,"reading comprehension","perc_correct",82.4944812362031,2.207506,63.7306843267108,2.980132,"SE","Experimental Aging Research",1.652,-1.63565294782968,0.0706079966797304,-1.11624804234988,0.0640435344033836,-2.05377846380637,-1.06175096063111,"Murphy, D. R., Bailey, H., Pearson, M., & Albert, G. (2018). The irrelevant speech effect among younger and older adults: The influence of background noises on reading comprehension. Experimental Aging Research, 44(2), 162-178."
"31",78,17,17,"adults","Murphy et al. (2018)",2018,"within","music","intelligible",NA,"reading comprehension","perc_correct",82.4944812362031,2.207506,60.8609271523179,3.97351,"SE","Experimental Aging Research",1.652,-1.3617806972437,0.0582104318300105,-0.929344479478428,0.0527985776235923,-1.74730164252588,-0.84656635222402,"Murphy, D. R., Bailey, H., Pearson, M., & Albert, G. (2018). The irrelevant speech effect among younger and older adults: The influence of background noises on reading comprehension. Experimental Aging Research, 44(2), 162-178."
"32",78,17,17,"adults","Murphy et al. (2018)",2018,"within","music","unintelligible",NA,"reading comprehension","perc_correct",82.4944812362031,2.207506,67.5938189845475,3.311258,"SE","Experimental Aging Research",1.652,-1.16143122596216,0.0505759299022906,-0.792616388473188,0.0458738593218055,-1.52592137772342,-0.686328576490227,"Murphy, D. R., Bailey, H., Pearson, M., & Albert, G. (2018). The irrelevant speech effect among younger and older adults: The influence of background noises on reading comprehension. Experimental Aging Research, 44(2), 162-178."
"33",78,17,17,"adults","Murphy et al. (2018)",2018,"within","music","instrumental",NA,"reading comprehension","perc_correct",82.4944812362031,2.207506,67.2626931567329,2.980132,"SE","Experimental Aging Research",1.652,-1.32776533412056,0.0568287982712827,-0.9061307637899,0.0515453952573993,-1.70952918910628,-0.819547637790021,"Murphy, D. R., Bailey, H., Pearson, M., & Albert, G. (2018). The irrelevant speech effect among younger and older adults: The influence of background noises on reading comprehension. Experimental Aging Research, 44(2), 162-178."
"34",78,15,15,"adults","Murphy et al. (2018)",2018,"within","speech","intelligible",NA,"reading comprehension","perc_correct",73.0022075055188,2.869757,48.0573951434879,3.311258,"SE","Experimental Aging Research",1.652,-2.04884680859921,0.106079661543345,-1.38806240067416,0.0948229437399026,-2.540640880438,-1.33354217582233,"Murphy, D. R., Bailey, H., Pearson, M., & Albert, G. (2018). The irrelevant speech effect among younger and older adults: The influence of background noises on reading comprehension. Experimental Aging Research, 44(2), 162-178."
"35",78,15,15,"adults","Murphy et al. (2018)",2018,"within","speech","unintelligible",NA,"reading comprehension","perc_correct",73.0022075055188,2.869757,59.3156732891832,3.752759,"SE","Experimental Aging Research",1.652,-1.00810949864271,0.0516260363098529,-0.682978778576975,0.046147703200609,-1.374169230797,-0.532074184818314,"Murphy, D. R., Bailey, H., Pearson, M., & Albert, G. (2018). The irrelevant speech effect among younger and older adults: The influence of background noises on reading comprehension. Experimental Aging Research, 44(2), 162-178."
"36",78,15,15,"adults","Murphy et al. (2018)",2018,"within","music","intelligible",NA,"reading comprehension","perc_correct",73.0022075055188,2.869757,56.4459161147903,3.752759,"SE","Experimental Aging Research",1.652,-1.21948729674522,0.0596852449028109,-0.826184006343115,0.0533517032122978,-1.60569036519627,-0.700249250467408,"Murphy, D. R., Bailey, H., Pearson, M., & Albert, G. (2018). The irrelevant speech effect among younger and older adults: The influence of background noises on reading comprehension. Experimental Aging Research, 44(2), 162-178."
"37",78,15,15,"adults","Murphy et al. (2018)",2018,"within","music","unintelligible",NA,"reading comprehension","perc_correct",73.0022075055188,2.869757,66.2693156732892,4.304636,"SE","Experimental Aging Research",1.652,-0.429758982326518,0.0373926992518079,-0.291155142598131,0.0334247467031037,-0.764653329392758,-0.0479818371882942,"Murphy, D. R., Bailey, H., Pearson, M., & Albert, G. (2018). The irrelevant speech effect among younger and older adults: The influence of background noises on reading comprehension. Experimental Aging Research, 44(2), 162-178."
"38",78,15,15,"adults","Murphy et al. (2018)",2018,"within","music","instrumental",NA,"reading comprehension","perc_correct",73.0022075055188,2.869757,59.3156732891832,2.980132,"SE","Experimental Aging Research",1.652,-1.20671847635799,0.05915500201461,-0.817533325674321,0.0528777274206629,-1.59160255801007,-0.690192379103222,"Murphy, D. R., Bailey, H., Pearson, M., & Albert, G. (2018). The irrelevant speech effect among younger and older adults: The influence of background noises on reading comprehension. Experimental Aging Research, 44(2), 162-178."
"39",79,50,50,"adults","Que et al. (2020)",2020,"between","music","various",70,"reading comprehension","prop_correct",0.431,0.151,0.474,0.15,"SD","JCDL '20: Proceedings of the ACM/IEEE Joint Conference on Digital Libraries in 2020",NA,0.285712708955085,0.0404081587602923,0.283520539832668,0.0397904635135134,-0.107451383243034,0.67449246290837,"Que, Y., Zheng, Y., Hsiao, J. H., & Hu, X. (2020). Exploring the effect of personalized background music on reading comprehension. Paper presented at the Proceedings of the ACM/IEEE Joint Conference on Digital Libraries, 57-66. Doi:10.1145/3383583.3398543 Retrieved from www.scopus.com"
"40",79,50,50,"adults","Que et al. (2020)",2020,"between","music","various",70,"reading comprehension","reading_speed",28.6,10.8,30.7,12.6,"SD","JCDL '20: Proceedings of the ACM/IEEE Joint Conference on Digital Libraries in 2020",NA,-0.17895849739772,0.0401601307189542,-0.177585414297481,0.0395462269278344,-0.567355584225823,0.212184755630861,"Que, Y., Zheng, Y., Hsiao, J. H., & Hu, X. (2020). Exploring the effect of personalized background music on reading comprehension. Paper presented at the Proceedings of the ACM/IEEE Joint Conference on Digital Libraries, 57-66. Doi:10.1145/3383583.3398543 Retrieved from www.scopus.com"
"41",80,30,30,"adults","Ren et al. (2019)",2019,"within","music","Chinese",60,"reading comprehension","prop_correct",0.71,0.22,0.64,0.3,"SD","Advances in Psychology",NA,-0.249897800580804,0.0176502006243889,-0.174397985790349,0.0167413320704978,-0.496979794716349,0.010222339672001,"Ren, Y., Xu, W., & Guizhou, G. (2019). Effect of Chinese and English Background Music on Efficiency of Chinese and English Reading Comprehension."
"42",80,30,30,"adults","Ren et al. (2019)",2019,"within","music","English",60,"reading comprehension","prop_correct",0.71,0.22,0.69,0.18,"SD","Advances in Psychology",NA,-0.0967686161329702,0.0171959074749987,-0.0675326141410061,0.016310432012581,-0.344560328837486,0.156071893935004,"Ren, Y., Xu, W., & Guizhou, G. (2019). Effect of Chinese and English Background Music on Efficiency of Chinese and English Reading Comprehension."
"43",80,30,30,"adults","Ren et al. (2019)",2019,"within","music","Chinese",60,"reading comprehension","reading_speed",56748.6,16625.9,66352,18423.52,"SD","Advances in Psychology",NA,-0.543162663278966,0.0196405658621421,-0.379060856927166,0.0186292066672749,-0.796511352037211,-0.261475052958341,"Ren, Y., Xu, W., & Guizhou, G. (2019). Effect of Chinese and English Background Music on Efficiency of Chinese and English Reading Comprehension."
"44",80,30,30,"adults","Ren et al. (2019)",2019,"within","music","English",60,"reading comprehension","reading_speed",56748.6,16625.9,51869.3,21831.66,"SD","Advances in Psychology",NA,0.239299651036187,0.0176058315185896,0.167001778503249,0.0166992476800898,-0.0202250637711564,0.486339166659035,"Ren, Y., Xu, W., & Guizhou, G. (2019). Effect of Chinese and English Background Music on Efficiency of Chinese and English Reading Comprehension."
"45",81,29,29,"adults","Ross et al. (2021)",2021,"within","speech","babble",55,"text word learning","perc_correct",25.86,22.14,27.295,23.62,"SD","Dissertation",NA,0.0624969739000826,0.0177405476155676,0.0435731156347053,0.0167945578595877,-0.193196018263057,0.314811751257812,"Ross, C. A. (2021). Examining the effects of background noise on contextualized word learning (Order No. 28811802). Available from ProQuest Dissertations & Theses Global: The Humanities and Social Sciences Collection. (2598030912). Retrieved from http://libproxy.lib.csusb.edu/login?url=https://www.proquest.com/dissertations-theses/examining-effects-background-noise-on/docview/2598030912/se-2?accountid=10359"
"46",82,34,34,"children","Su et al. (2017), Sample 1",2017,"within","music","instrumental",NA,"reading comprehension","num_correct",6.94,3.38,8.97,3.42,"SD","Journal of Educational Technology & Society",2.633,0.596988696073281,0.0177933192027915,0.417987823570084,0.0169876896345514,0.327857009558658,0.838777388874624,"Su, Y. N., Kao, C. C., Hsu, C. C., Pan, L. C., Cheng, S. C., & Huang, Y. M. (2017). How does Mozart’s music affect children’s reading? The evidence from learning anxiety and reading rates with e-books. Journal of Educational Technology & Society, 20(2), 101-112."
"47",82,28,28,"children","Su et al. (2017), Sample 2",2017,"within","music","instrumental",NA,"reading comprehension","num_correct",7.75,2.19,10.32,2.44,"SD","Journal of Educational Technology & Society",2.633,1.09932301790908,0.0294193596844825,0.765656073148049,0.0277928023711558,0.74174587788716,1.39525587655293,"Su, Y. N., Kao, C. C., Hsu, C. C., Pan, L. C., Cheng, S. C., & Huang, Y. M. (2017). How does Mozart’s music affect children’s reading? The evidence from learning anxiety and reading rates with e-books. Journal of Educational Technology & Society, 20(2), 101-112."
"48",82,34,34,"children","Su et al. (2017), Sample 1",2017,"within","music","instrumental",NA,"reading comprehension","reading_speed",282.58,10.09,291.12,11.74,"SD","Journal of Educational Technology & Society",2.633,-0.767661839846714,0.0195520340212003,-0.537486394274954,0.0186667749783431,-1.01786955463386,-0.482294040791778,"Su, Y. N., Kao, C. C., Hsu, C. C., Pan, L. C., Cheng, S. C., & Huang, Y. M. (2017). How does Mozart’s music affect children’s reading? The evidence from learning anxiety and reading rates with e-books. Journal of Educational Technology & Society, 20(2), 101-112."
"49",82,28,28,"children","Su et al. (2017), Sample 2",2017,"within","music","instrumental",NA,"reading comprehension","reading_speed",282.21,10.14,289.93,9.66,"SD","Journal of Educational Technology & Society",2.633,-0.778246728674184,0.0238917930821444,-0.542032982580804,0.0225708475828871,-1.05088923401324,-0.461964219858066,"Su, Y. N., Kao, C. C., Hsu, C. C., Pan, L. C., Cheng, S. C., & Huang, Y. M. (2017). How does Mozart’s music affect children’s reading? The evidence from learning anxiety and reading rates with e-books. Journal of Educational Technology & Society, 20(2), 101-112."
"50",83,48,48,"adults","Vasilev et al. (2019)",2019,"within","noise","sine tones",65,"reading comprehension","reading_speed",246,83,243,85,"SD","Quarterly Journal of Experimental Psychology",2.138,0.0356971139303118,0.0107041720015967,0.0251691280593721,0.0103634775740244,-0.164405854087113,0.234654720003448,"Vasilev, M. R., Parmentier, F. B., Angele, B., & Kirkby, J. A. (2019). Distraction by deviant sounds during reading: An eye-movement study. Quarterly Journal of Experimental Psychology, 72(7), 1863-1875."
"51",83,48,48,"adults","Vasilev et al. (2019)",2019,"within","noise","deviant",65,"reading comprehension","reading_speed",246,83,254,102,"SD","Quarterly Journal of Experimental Psychology",2.138,-0.0835463902508244,0.0107346900366908,-0.0589064370645301,0.0103930242752782,-0.282020592961579,0.117608445302203,"Vasilev, M. R., Parmentier, F. B., Angele, B., & Kirkby, J. A. (2019). Distraction by deviant sounds during reading: An eye-movement study. Quarterly Journal of Experimental Psychology, 72(7), 1863-1875."
"52",83,48,48,"adults","Vasilev et al. (2019)",2019,"within","noise","sine tones",65,"reading comprehension","perc_correct",95.1,21.7,94.7,22.4,"SD","Quarterly Journal of Experimental Psychology",2.138,-0.0181250921697709,0.010699113409146,-0.0127795419764037,0.0103585799874187,-0.217317449613893,0.18164881903381,"Vasilev, M. R., Parmentier, F. B., Angele, B., & Kirkby, J. A. (2019). Distraction by deviant sounds during reading: An eye-movement study. Quarterly Journal of Experimental Psychology, 72(7), 1863-1875."
"53",83,48,48,"adults","Vasilev et al. (2019)",2019,"within","noise","deviant",65,"reading comprehension","perc_correct",95.1,21.7,95.2,21.3,"SD","Quarterly Journal of Experimental Psychology",2.138,0.00464979695453552,0.0106974719086283,0.00327845369312634,0.0103569907328926,-0.194892629707592,0.204043032270528,"Vasilev, M. R., Parmentier, F. B., Angele, B., & Kirkby, J. A. (2019). Distraction by deviant sounds during reading: An eye-movement study. Quarterly Journal of Experimental Psychology, 72(7), 1863-1875."
"54",84,71,71,"adults","Zdorova et al. (2023), Exp.1",2023,"within","speech","babble",50,"reading comprehension","prop_correct",0.74,0.21,0.72,0.21,"SD","Plos One",3.752,-0.0952380952380953,0.00726481376066272,-0.0675109824913069,0.00710942116663768,-0.259476101431724,0.0710480420359223,"Zdorova, N., Malyutina, S., Laurinavichyute, A., Kaprielova, A., Ziubanova, A., & Lopukhina, A. (2023). Do we rely on good-enough processing in reading under auditory and visual noise?. Plos one, 18(1), e0277429."
"55",84,71,71,"adults","Zdorova et al. (2023), Exp.1",2023,"within","speech","babble",50,"reading comprehension","reading_speed",218.5,50,241,42.5,"SD","Plos One",3.752,-0.475978860351171,0.00805124330652649,-0.337404905327701,0.00787902917637186,-0.644838043623035,-0.296883572555626,"Zdorova, N., Malyutina, S., Laurinavichyute, A., Kaprielova, A., Ziubanova, A., & Lopukhina, A. (2023). Do we rely on good-enough processing in reading under auditory and visual noise?. Plos one, 18(1), e0277429."
"56",84,71,71,"adults","Zdorova et al. (2023), Exp.1",2023,"within","speech","babble",50,"reading comprehension","reading_speed",442,136.5,368,151,"SD","Plos One",3.752,0.5103937884739,0.00817399210250488,0.361800454231999,0.00799915240554992,0.329607240897664,0.680204125545321,"Zdorova, N., Malyutina, S., Laurinavichyute, A., Kaprielova, A., Ziubanova, A., & Lopukhina, A. (2023). Do we rely on good-enough processing in reading under auditory and visual noise?. Plos one, 18(1), e0277429."
"57",84,71,71,"adults","Zdorova et al. (2023), Exp.1",2023,"within","speech","babble",50,"reading comprehension","reading_speed",922,503.5,969,507.5,"SD","Plos One",3.752,-0.0929723093585048,0.00726327173412754,-0.065904845467423,0.0071079121236739,-0.257217138678902,0.073271924464226,"Zdorova, N., Malyutina, S., Laurinavichyute, A., Kaprielova, A., Ziubanova, A., & Lopukhina, A. (2023). Do we rely on good-enough processing in reading under auditory and visual noise?. Plos one, 18(1), e0277429."
"58",85,63,63,"adults","Zhang et al. (2018), Exp.1",2018,"within","music","various",NA,"reading comprehension","prop_correct",62.7,16,58.83,19,"SD","Journal of Experimental Psychology: Learning, Memory, and Cognition",3.14,-0.215825010808786,0.00834019049342592,-0.152775422361012,0.00813882511132137,-0.390025911337386,-0.0363813974670181,"Zhang, H., Miller, K., Cleveland, R., & Cortina, K. (2018). How listening to music affects reading: Evidence from eye tracking. Journal of Experimental Psychology: Learning, Memory, and Cognition, 44(11), 1778."
